,Description,Level,Type,Function,Industry
899,"Unser Kunde ist ein marktführender Hersteller von innovativen Hardware-Komplettlösungen für Reinräume und hygienische Produktionen in der Life Science Industrie. Seine Produkte werden bei 19 der 20 größten Pharmazeuten und in über 30 Ländern der Welt eingesetzt. Mit seinen innovativen LifeScienceReady Produktenträgt er weltweit aktiv zur Gesundheit jedes Einzelnen bei. Der Kunde selbst sieht sich als modernes und familiengeführtes Unternehmen, mit flachen Hierarchien, in denen ein jeder seine Stärken einbringen kann.

Für diesen Kunden suchen wir im Rahmen der Festanstellung am Standort Karlsruhe zum nächstmöglichen Zeitpunkt eine/n:

Junior Windows Administrator Office365 / Virtualisierung (m/w/d)

Job-ID: CF-00004762

Ort: Karlsruhe

Remoteanteil / Home Office: 20%

Ihre Hauptaufgaben

Administration der Office 365 Umgebung wie z.B.:
Azure
Active Directory
Teams,
Exchange Online
Confluence
Management des firmeneigenen Netzwerks
IT-Support für Windows 10 und Mac OS Clients
Installation und Konfiguration der firmeninternen Hardware und Software
Dokumentation der IT Landschaft und IT Prozesse
Test und Bewertung neuer, innovativer IT Prozesse z.B. zur Virtualisierung, Windows as a Service

Ihre Fachlichen Voraussetzungen

Eine abgeschlossene Ausbildung zum Fachinformatiker für Systemintegration oder eine vergleichbare Ausbildung mit entsprechender erster Berufserfahrung
Gute Kenntnisse in der Administration von Office365
Gute Kenntnisse in den Bereichen:
Azure
Active Directory
Teams,
Exchange Online
Confluence
Erfahrung in der Virtualisierung mit VMware
Sehr gute Deutschkenntnisse in Wort und Schrift
Gute Englischkenntnisse in Wort und Schrift

Ihre Persönlichen Voraussetzungen

Eine hohe Eigenmotivation und Interesse an der eigenen Weiterentwicklung
Sehr gute kommunikative Fähigkeiten
Eine sehr strukturierte, proaktive und kooperative Arbeitsweise

Unser Mandant Bietet

Attraktives Gehaltspaket
Betriebliche Altersvorsorge
Kindergartenzuschuss
JobRad mit Firmenzuschuss
Kantine mit Bezuschussung des Mittagessens
Kostenfreie Nutzung des Fitnessstudios
Wöchentlich frisches Obst vom Biobauern
Kostenlose Getränke (Tee, Wasser und Kaffee)
Flexible Arbeitszeiten
Moderner Arbeitsplatz
Individuelles Onboarding
Parkmöglichkeiten vorhanden
Gute Anbindung an die öffentlichen Verkehrsmittel
Individuelle Entwicklungsmöglichkeiten
Teamevents

Anrede

– Bitte auswählen –FrauHerr

Vorname*:

Nachname*:

E-Mail*:

Telefon

Firma:

Straße

PLZ und Ort:

Job-ID

Job-Titel:

Job-Ort

Nachricht:

Anhang

Hiermit bestätige ich, das ich die Datenschutzrichtlinie der auteega GmbH gelesen habe, verstanden habe und diese akzeptiere.",Berufseinstieg,Vollzeit,IT,IT-Services und IT-Consulting
900,"Festanstellung




Bremen




IT-Fachinformatiker Systemintegration (all genders welcome)




Über CVS Ingenieurgesellschaft MbH




Was wir machen? Ganz einfach!




Wir haben uns seit mehr als 30 Jahren auf zwei IT-Bereiche spezialisiert.




Als IT-Systemhaus beschäftigen wir uns mit den immer komplexer werdenden Anforderungen des Hard- sowie Software-Marktes. Dabei unterstützen wir unsere Kundeninnen und Kunden in den Bereichen IT-Service, IT-Sicherheit und IT-Infrastruktur.




Mit unserem selbstentwickelten ERP-System ALPHAPLAN sind wir als Softwarehersteller auf dem Markt etabliert. ALPHAPLAN besteht aus einer Warenwirtschaft, einem Rechnungswesen, einem CRM sowie einem Webshop und wurde bereits mehrmals als „ERP-System des Jahres“ ausgezeichnet.




Klingt spannend? Dann freuen wir uns auf eine aussagekräftige Bewerbung über unseren Partner Workwise.




Was erwartet dich?




Du konzipierst und realisierst kundenspezifische IT-Systemlösungen im Innen- und Außendienst.
Du berätst unsere Kunden: innen, betreust deren Monitoring-Systeme und löst technische Herausforderungen.
Du pflegst Kundennetzwerke und entwickelst IT-Sicherheitslösungen.




Was solltest du mitbringen?




Abschluss als IT-Fachinformatiker Systemintegration oder vergleichbare Qualifikation
Du kennst Dich gut aus im Bereich Virtualisierung, vorzugsweise mit Hyper-V oder VMware vSphere
Windows Server, speziell Active Directory, DHCP, DNS, etc., sind Dein Zuhause
NextGen Firewalls, vorzugsweise mit Fortinet (FortiGate) gehören zu Deinem Arbeitsfeld
Du bewegst Dich souverän in komplexen Netzwerken: VLAN, Routing, etc.
Du kennst Dich gut aus im Bereich Microsoft 365, speziell Exchange Online, Teams, Azure Active Directory
Solltest Du darüber hinaus noch Kenntnisse im Bereich Security, vorzugsweise Email-Security mit Hornetsecurity oder vergleichbaren Mailgateways und eventuell auch noch im Bereich Endpoint Protection haben - dann freuen wir uns besonders auf Deine Bewerbung
Führerscheinklasse B bringst Du mit
Außerdem eine hohe Motivation und IT-Affinität
Du tüftelst gern an neuen und kniffligen Aufgaben.
Freude im Umgang mit Menschen
Kommunikationsstärke im Austausch mit unseren Kunden: innen und deinen zukünftigen Kollegen: innen (Deutsch mindestens Sprachniveau C1)




Was bieten wir dir?




Eine werteorientierte Unternehmensführung mit flachen Hierarchien und Wertschätzung für jeden Einzelnen
Eine angemessene Entlohnung ergänzt durch einen Provisionsanteil und eine betriebliche Altersvorsorge
Eine familiäre Atmosphäre in einem engagierten Team
Im Vordergrund stehen bei uns die Mitarbeiter - Probleme und Themen werden gemeinsam gelöst
Familienfreundliches Unternehmen - Du hast eine Familie und brauchst Zeit für diese? Bei uns kann eine Vollzeitstelle auch kleiner ausfallen
Teilnahme am Programm ""Women in Tech"" - wir wollen mehr Frauen für technische Berufe beigeistern
Eine spannende und abwechslungsreiche Tätigkeit sowie Raum für eigenverantwortliches Arbeiten
Mobiles Arbeiten und flexible Arbeitszeiten
Intensive Einarbeitung in alle hauseigenen Softwarelösungen
Externe Weiterbildungen sowie eine angemessene Entlohnung ergänzt durch einen Provisionsanteil und eine betriebliche Altersversorgung
Firmen-PKW und/oder -Fahrrad möglich
Tolle Freizeitangebote, Teamevents und gemeinsame sportliche Aktivitäten
Fokus auf deine Gesundheit durch Yoga, Massage
Du wirst innerhalb von 3 Tagen Rückmeldung von uns erhalten
Weiter geht es mit einem einstündigen Teamscall zum Kennenlernen
Passt alles, laden wir Dich gerne persönlich nach Bremen zum Interview ein




Unser Jobangebot IT-Fachinformatiker Systemintegration (all genders welcome) klingt vielversprechend?




Bei unserem Partner Workwise ist eine Bewerbung für diesen Job in nur wenigen Minuten und ohne Anschreiben möglich. Anschließend kann der Status der Bewerbung live verfolgt werden. Wir freuen wir uns auf eine Bewerbung über Workwise.




Unser Jobangebot IT-Fachinformatiker Systemintegration (all genders welcome) klingt vielversprechend? Dann freuen wir uns auf deine Bewerbung.",Berufseinstieg,Vollzeit,Trainee/Praktikant:in,Personalberatung und -vermittlung
901,"Auf diese Aufgaben kannst du dich freuen




Transfer von IT Security Know-how in unsere agilen Software-Entwicklungs-Teams
Durchführung von Sicherheitsanalysen / Pentesting als Methoden der sicheren Software-Entwicklung (z.B. nach OWASP)
Erkennen, verhindern und beheben von Schwachstellen im Code und der Architektur
Aufbau und Erweiterung einer Security-Testautomatisierung
Erkennung und Bewertung von Risiken, sowie Erarbeitung von entsprechenden Maßnahmen




Du passt am besten zu uns, wenn




du ein abgeschlossenes Studium oder eine Berufsausbildung im Bereich Informatik oder gleichwertige Qualifikationen vorweisen kannst
du praktisches Know-how in der Nutzung der OWASP Testing Guidelines oder anderen gängigen Best Practice Ansätze besitzt
ein Verständnis und Wissen für IT-Security und Sicherheitsbedrohungen von modernen Web-Anwendungen vorhanden ist
du in der Lage bist, selbstständig Anwendungen anhand aktueller IT Sicherheitsverfahren zu prüfen und hinsichtlich ihrer Risiken zu bewerten




Über das Unternehmen




Auch nach mehr als 20 Jahren haben wir unseren Drive nicht verloren, neue Wege zu beschreiten, aber dabei dennoch nicht den Fokus auf unsere Stärken zu verlieren. Die Unterstützung bei der Digitalisierung der öffentlichen Hand war und ist unser Ziel. In bedeutenden E-Government-Projekten unterstützen wir deutschlandweit dabei, dass Unternehmen aber auch Bürgerinnen und Bürgern die Leistungen der Behörden smart und digital angeboten werden.




Trotz aller Professionalität sind wir mehr als nur ein Unternehmen. Wir sind Menschen, Kollegen, eine Gemeinschaft. Bei uns wird gelacht, gequatscht, zusammen gegessen oder auch mal eine Runde gezockt – egal ob analog oder digital. Auf unserer Karriereseite kannst du uns etwas näher kennenlernen.




UnsereBenefits




Flexible Arbeitszeiten
Mobiles Arbeiten
Individuelle Weiterentwicklung
Ergonomische Arbeitsplätze
Firmenfahrrad
Und das, was alle anderen auch machen",Berufseinstieg,Vollzeit,IT,IT-Services und IT-Consulting
902,"Über Techstarter GmbH




Wir sind überzeugt, dass die besten Jobs der Zukunft im Digitalbereich zu finden sind und möchten Quereinsteiger für den digitalen Arbeitsmarkt fit machen. Viele glauben nicht daran, dass sie eine Chance auf einen Einstieg in die IT haben. Wir wissen aber, dass sie es schaffen können. Unsere Online-Kurse im Bereich Cloud Computing und DevOps sind praxisorientiert und unser begleitendes Karriere-Coaching gibt den Teilnehmer:innen den Feinschliff für ihren Karrierestart im boomenden IT-Bereich. Wir suchen zum nächstmöglichen Zeitpunkt Verstärkung für unser Jobangebot Weiterbildung Online - 12 Monate - IT/ Programmieren/ Informatik/ Cloud/ DevOps - Bildungsgutschein (m/w/d).




Klingt spannend? Dann freuen wir uns auf eine aussagekräftige Bewerbung über unseren Partner Workwise.




Dieses Weiterbildungsangebot richtet sich ausschließlich an Kund:innen der Agentur für Arbeit / Jobcenter mit Bildungsgutschein. In nur 15 Monaten lernst du alles, was du für einen erfolgreichen Job-Einstieg als Cloud Spezialist brauchst. Spannende Arbeitgeber und praxiserfahrene Dozenten begleiten dich.




Was erwartet dich?




100 % Online-Unterricht
Für Anfänger geeignet, kein IT-Vorwissen nötig
Erfahrende Dozent:innen in Live-Trainings
Personalvermittlung mit Jobgarantie
Karriere-Coaching
Python, Linux, Java, Container Virtualisierung, HTML und JavaScript Basics
Scrum und Agile Softwareentwicklung




Was solltest du mitbringen?




Anspruch auf einen Bildungsgutschein
Deutschkenntnisse auf B1-Niveau
Hohes Interesse an IT-Themen und praktische Erfahrung
Idealerweise bereits Erfahrung im technischen Bereich




Was bieten wir dir?




Mit einem Bildungsgutschein 100 % kostenlos für dich
12 Monate komplett online plus 3 Monate Praxisphase
Nach Abschluss 4 wichtige IT Zertifikate: Amazon AWS Cloud Practitioner, AWS Solution Architect, Professional Scrum Master und LPIC-2 Linux Administrator
Mehr als 17.000 offene Stellen aktuell in Deutschland (Tendenz steigend)
Einstiegsgehälter nach der Weiterbildung liegen bei ca. 5.000 € brutto monatlich




Unser Jobangebot Weiterbildung Online - 12 Monate - IT/ Programmieren/ Informatik/ Cloud/ DevOps - Bildungsgutschein (m/w/d) klingt vielversprechend? Dann freuen wir uns auf eine Bewerbung über Workwise.




Bei unserem Partner Workwise kann man sich in nur wenigen Minuten ohne Anschreiben für diesen Job bewerben und den Status der Bewerbung live verfolgen.",Berufseinstieg,Vollzeit,Personalwesen,Bildungsverwaltungsprogramme
903,"Für unseren Kunden, einem führenden Unternehmen im deutschen Telekommunikations-Markt, suchen wir zum nächstmöglichen Zeitpunkt einen IT Operations Enginner für Linux (m/w/d).




Deine Aufgaben




Zusammen mit deinem Team gewährleistest du den störungsfreien Betrieb in einer heterogenen Produktivumgebung
Du arbeitest aktiv bei der Konzeption, Planung und Umsetzung der Migration bestehender Anwendungen in Cluster- und Cloud-Umgebungen mit
Du arbeitest aktiv an neuen Projekten mit und stehst hierfür im engen Kontakt mit anderen Teams
Die Dokumentation der IT-Landschaft ist dir wichtig, damit die Kollegen und Kolleginnen Daten und Informationen untereinander austauschen können




Dein Profil




Dein Lieblings-Betriebssystem heißt Linux - Du bringst mehrjährige Berufserfahrung mit und gibst dein Wissen gerne weiter
Du hast Erfahrung mit dem Betrieb von VMWare-Clustern und kennst dich mit Virtualisierungen aus
Du bringst Kenntnisse in Netzwerk-Technologien, Netzwerk-Protokollen, IT-Sicherheit und Datenschutz mit
Du bringst Begeisterung für neue Technologien und aktuelle Trends mit und hast Anwendererfahrung mit bekannten Cloud Plattformen (z.B. AWS, GCP)
Das Arbeiten an teilweise kritischen Infrastrukturkomponenten sind dir vertraut (z.B. an Datenbanken, Storagesystemen)
Du hast Erfahrungen im Konfigurationsmanagement (zum Beispiel mit Ansible, Puppet) und fühlst dich sicher im Umgang mit Versionskontrollsystemen (z.B. Git)
Du bringst gerne deine Ideen ein, hast Bock neue Dinge auszuprobieren, dich fachlich weiterzubilden und technologisch gemeinsam zu wachsen




Ist Dein Interesse geweckt? Sende uns jetzt Deine Bewerbung zu!




]]>",Berufseinstieg,Vollzeit,IT,Personalberatung und -vermittlung
904,"
        Für unseren Kunden, einem führenden Unternehmen im deutschen Telekommunikations-Markt, suchen wir zum nächstmöglichen Zeitpunkt einen IT Operations Enginner für Linux (m/w/d).Deine AufgabenZusammen mit deinem Team gewährleistest du den störungsfreien Betrieb in einer heterogenen ProduktivumgebungDu arbeitest aktiv bei der Konzeption, Planung und Umsetzung der Migration bestehender Anwendungen in Cluster- und Cloud-Umgebungen mitDu arbeitest aktiv an neuen Projekten mit und stehst hierfür im engen Kontakt mit anderen TeamsDie Dokumentation der IT-Landschaft ist dir wichtig, damit die Kollegen und Kolleginnen Daten und Informationen untereinander austauschen könnenDein ProfilDein Lieblings-Betriebssystem heißt Linux - Du bringst mehrjährige Berufserfahrung mit und gibst dein Wissen gerne weiterDu hast Erfahrung mit dem Betrieb von VMWare-Clustern und kennst dich mit Virtualisierungen ausDu bringst Kenntnisse in Netzwerk-Technologien, Netzwerk-Protokollen, IT-Sicherheit und Datenschutz mitDu bringst Begeisterung für neue Technologien und aktuelle Trends mit und hast Anwendererfahrung mit bekannten Cloud Plattformen (z.B. AWS, GCP)Das Arbeiten an teilweise kritischen Infrastrukturkomponenten sind dir vertraut (z.B. an Datenbanken, Storagesystemen)Du hast Erfahrungen im Konfigurationsmanagement (zum Beispiel mit Ansible, Puppet) und fühlst dich sicher im Umgang mit Versionskontrollsystemen (z.B. Git)Du bringst gerne deine Ideen ein, hast Bock neue Dinge auszuprobieren, dich fachlich weiterzubilden und technologisch gemeinsam zu wachsenIst Dein Interesse geweckt? Sende uns jetzt Deine Bewerbung zu!]]>
      ","
            Berufseinstieg
          ","
          Vollzeit
        ","
            IT
          ","
          Personalberatung und -vermittlung
          "
905,"Über den Job

Im Bereich Data Strategy & Governance dreht sich alles um innovative Datenarchitekturen von Kreditinstituten. Hierfür suchen wir engagierte Absolventinnen und Absolventen aus den Bereichen MINT und Wirtschaftswissenschaften. Als Analyst können Sie vielseitige und interessante Aufgaben, je nach individuellem Themenschwerpunkt und angepasst an Ihre Interessen und Kenntnisse, übernehmen. Sie entwickeln mit uns strategische Lösungen für die digitale Transformation von Banken und FinTechs und fungieren als Bindeglied zwischen Management und IT. Wenn Sie nach spannenden Herausforderungen im Bereich der Digitalisierung suchen und sich besonders für den Bereich Finanzen/Banken interessieren, dann ergeben sich für Sie vielseitige Möglichkeiten zur persönlichen und fachlichen Entfaltung als Analyst bei BearingPoint.

Ihre möglichen Aufgaben sind:

Sie verantworten Projektmanagement / Mitgestaltung & fachliche, technische Konzeption von Datenarchitekturen / Themenentwicklung von Services / Begleitung von Workshops
Sie begleiten spannende Projekte wie z.B. – Entwicklung von Banksteuerungszielarchitekturen (Finanzen, Risiko, Meldewesen & Compliance)/ Geldwäsche Bekämpfung mittels KI / Entwicklung und Umsetzung von ESG im CFO und CRO Bereich
Sie haben Data Transformation Themen im Fokus – Cloud Architekturen / Data Lakes / Anwendung von Data Analytics & KI / Data Governance / Data Lineage


Wen wir suchen

Erfolgreicher Abschluss eines MINT-Studiengangs oder der Wirtschaftswissenschaften mit IT-Affinität
Interesse am Bereich neue Technologien
Kenntnisse in einem der folgenden Kernbereiche: Finanzen, Risiko, Meldewesen & Compliance
Erste Erfahrungen im Umgang mit Daten sind von Vorteil
Sehr gute deutsche und englische Sprachkenntnisse


Was wir bieten

Vielfältige Karriereperspektiven in einem unbefristeten Arbeitsvertrag mit zahlreichen Trainings- und Coachingangeboten und individueller Betreuung durch persönlichen Development Manager
Ein attraktives Vergütungsmodell inklusive eines erfolgsabhängigen Bonus mit Option zur Umwandlung in zusätzliche Freizeittage
Hybrides Arbeiten mit neuestem technischem Equipment inkl. Smartphone: beim Kunden, in einer unserer top Office Locations oder zu Hause
Umfangreiche Angebote für die Work-Life-Balance wie z.B. Familienservice & Firmenfitness sowie zahlreiche Corporate Benefits
Flache Hierarchien und eine teamorientierte Unternehmenskultur, in der Diversity und Wertschätzung, ökologische Verantwortung und gesellschaftliches Engagement dazu gehören
BearingPoint lebt und fördert Nachhaltigkeit in allen Dimensionen


Es sind noch Fragen offen?

Wir freuen uns auf einen Anruf unter +49 800-0001824 oder eine Mail an professionals@bearingpoint-careers.de.

",Berufseinstieg,Vollzeit,"Unternehmensberatung, IT und Vertrieb",Business Consulting und Unternehmensdienstleistungen
906,"Arbeitsort: bundesweit (remote & vor Ort) | Beginn: nach Absprache

Für die Verstärkung unseres Consulting-Teams suchen wir einen Berater (m/w/d) für Informationssicherheit mit Erfahrung, Teamgeist und Eigeninitiative. Du hast Deinen Schwerpunkt in der Ableitung von Sicherheitsanforderungen und deren aktiver Gestaltung in den zugehörigen Projekten? Informationssicherheit ist für Dich kein Selbstzweck, sondern Teil des Business-Erfolgs? Risikoorientierung liegt Dir im Blut? Du möchtest Verantwortung übernehmen und überzeugst in Projekten durch ein hohes Maß an Kommunikationsstärke? Dann begeistere uns mit Deinen Konzepten, Deinen Ideen – und mit deren Umsetzung!

Aufgaben

Selbstständige Durchführung von Informationssicherheits-Projekten unterschiedlicher Größe
Umsetzung pragmatischer Konzepte und Informationssicherheits-Konzepte in ständigem Austausch mit Business und IT
Projektleitung inklusive stetiger Optimierung und Gestaltung mit hohem Qualitätsbewusstsein
Durchführung von Workshops, Audits und Assessments
Fachliche Beratung sowie erste Ansprechperson im Hinblick auf die Projektthematiken


Qualifikation

Abgeschlossenes Studium im Bereich Informatik, Wirtschaftsinformatik, Physik oder vergleichbare Qualifikation
Mindestens 2 Jahre Berufserfahrung im Projektmanagement sowie versierte Tool-Kompetenz und sicherer Methodenumgang
Zertifizierung oder kontinuierliche Kenntnisse im Bereich Informationssicherheit (bspw. CISSP, ISO2700x, BSI, o.ä.)
Hohe Kommunikationsstärke, Hands-on-Mentalität, Belastbarkeit und Teamfähigkeit
Verhandlungssicheres Deutsch und Englisch in Wort und Schrift
Mitarbeit in einem professionellen Team mit flachen Hierarchien und abwechslungsreichen Aufgaben
Freiräume für Deine Ideen und hervorragende Perspektiven für Deine persönliche


Entwicklung
Interne Fachforen, die gewährleisten, dass Du an allen technischen Neuerungen und den Projekten Deiner Kolleginnen und Kollegen teilhaben kannst
Corporate Benefits, Firmenfitnessprogramm, Betriebliche Altersvorsorge,


Gruppenunfallversicherung und betriebliche Krankenzusatzversicherung
Flexible Arbeitszeiten und Mobile Office-/Home Office-Möglichkeit
Team- und Firmenevents (Weihnachtsfeier, Sommerevent, Spieleabend und vieles mehr)
Laptop, Handy, Monitor, Headset und Co. auch zur privaten Nutzung",Berufseinstieg,Vollzeit,Unternehmensberatung,IT-Services und IT-Consulting
907,"Why choose Logicalis?




Logicalis lets you experience the digital transformation up close – and to get involved in actively shaping its future. Your expertise makes you a crucial building block here. From pre-sales, sales and consulting to professional service, finance and marketing – we value collaboration highly. You’ll quickly gain access to the most important topics and points of contact in our organisation.




A modern, digital workplace and offices located centrally in the biggest German cities (Frankfurt, Berlin, Stuttgart, Munich, Cologne, Dusseldorf) round out what we have to offer. As we are active internationally, you can also get involved in projects on a global scale – a bonus that many of our customers around the world appreciate.




We offer speedy decision-making, opportunities for personal development, and a welcoming work environment.




Deine Aufgaben:




Planung, Bereitstellung, Überwachung, Optimierung und Betreuung von Oracle und/oder PostgreSQL-Datenbanken in Private-, Hybrid- und Public Cloud-Umgebungen
Auswahl, Erstellung, Test und Betreuung von Tools zu Automation von Deployments (z.B. Ansible, Terraform, …)
Analyse und Behebung von Störungen in Database-Deployments
Planung und Integration von Datenbank-Plattformen sowie Identifikation von Optimierungspotenzialen




Dein Profil:




Mehrjährige nachweisbare Berufserfahrung im geforderten Aufgabenbereich
Vertiefte Kenntnisse in mindestens zwei Datenbanktechnologien unterschiedlicher Hersteller (z.B. Microsoft, Oracle, PostgreSQL, MySQL)
Umfassende Erfahrung mit dem Deployment und in der Automation von relationalen Datenbank Lösungen
Erfahrungen mit Virtualisierungslösungen, Container Technologien sowie mit Microsoft Azure PaaS Lösungen wünschenswert
Vertiefte Kenntnisse im Bereich von Public Cloud Plattformen (bevorzugt Azure und Oracle) wünschenswert
Fließende Deutsch- und Englischkenntnisse (Deutsch mindestens B2, Englisch C1) sowie hohe Reisebereitschaft




Logicalis unterstützt die berufliche Förderung von Frauen in der IT und ist in den Bereichen, in denen der Anteil weiblicher Beschäftigter bislang nur gering ist, sehr an Bewerbungen von Frauen interessiert. Werde Teil eines Teams, das Vielfalt lebt und sich für Chancengerechtigkeit unabhängig von Alter, Herkunft, Geschlecht, sexueller Identität, Behinderung oder Weltanschauung einsetzt!




Wir bieten Dir:




eine der Stellenanforderung entsprechend attraktive Vergütung
30 Tage Urlaub
Home-Office
Nettolohnoptimierung
i. d. R. individuell angepasste Arbeitszeitmodelle
Karriere- und Aufstiegsmöglichkeiten innerhalb der Logicalis-Gruppe
umfangreiche Fort- und Weiterbildungsmöglichkeiten
ein offenes und kollegiales Betriebsklima
kurze Hierarchie- und Organisationswege




Logicalis unterstützt die berufliche Förderung von Frauen in der IT und ist in den Bereichen, in denen der Anteil weiblicher Beschäftigter bislang nur gering ist, sehr an Bewerbungen von Frauen interessiert. Werde Teil eines Teams, das Vielfalt lebt und sich für Chancengerechtigkeit unabhängig von Alter, Herkunft, Geschlecht, sexueller Identität, Behinderung oder Weltanschauung einsetzt!




Bewerben heißt bei uns, dass sich zwei bewerben: Wir bei Dir und Du bei Uns! Bei der Logicalis sprechen wir von Zusammenarbeit und die fängt bereits im Recruiting-Prozess an. Wir möchten jedem Kandidaten auf Augenhöhe begegnen. Das ist unsere Kultur, mit der wir auch innerhalb unseres Unternehmens zusammenarbeiten und diese Kultur leben wir auch im Recruiting.




Logicalis GmbH




People & Candidate Matters




Lisa Nagel-Theune (Talent Acquistion Specialist)




Frank Laurent (Manager People & Candidate Matters)




Phone: +49 (0) 6102/7786-849 or lisa.nagel-theune@logicalis.de




Phone: +49 (0) 6102/7786-508 or frank.laurent@logicalis.de",Berufseinstieg,Vollzeit,Ingenieurwesen und IT,Computer-Netzwerkprodukte
908,"Über den Job

Im Bereich Data Strategy & Governance dreht sich alles um innovative Datenarchitekturen von Kreditinstituten. Hierfür suchen wir engagierte Absolventinnen und Absolventen aus den Bereichen MINT und Wirtschaftswissenschaften. Als Analyst können Sie vielseitige und interessante Aufgaben, je nach individuellem Themenschwerpunkt und angepasst an Ihre Interessen und Kenntnisse, übernehmen. Sie entwickeln mit uns strategische Lösungen für die digitale Transformation von Banken und FinTechs und fungieren als Bindeglied zwischen Management und IT. Wenn Sie nach spannenden Herausforderungen im Bereich der Digitalisierung suchen und sich besonders für den Bereich Finanzen/Banken interessieren, dann ergeben sich für Sie vielseitige Möglichkeiten zur persönlichen und fachlichen Entfaltung als Analyst bei BearingPoint.

Ihre möglichen Aufgaben sind:

Sie verantworten Projektmanagement / Mitgestaltung & fachliche, technische Konzeption von Datenarchitekturen / Themenentwicklung von Services / Begleitung von Workshops
Sie begleiten spannende Projekte wie z.B. – Entwicklung von Banksteuerungszielarchitekturen (Finanzen, Risiko, Meldewesen & Compliance)/ Geldwäsche Bekämpfung mittels KI / Entwicklung und Umsetzung von ESG im CFO und CRO Bereich
Sie haben Data Transformation Themen im Fokus – Cloud Architekturen / Data Lakes / Anwendung von Data Analytics & KI / Data Governance / Data Lineage


Wen wir suchen

Erfolgreicher Abschluss eines MINT-Studiengangs oder der Wirtschaftswissenschaften mit IT-Affinität
Interesse am Bereich neue Technologien
Kenntnisse in einem der folgenden Kernbereiche: Finanzen, Risiko, Meldewesen & Compliance
Erste Erfahrungen im Umgang mit Daten sind von Vorteil
Sehr gute deutsche und englische Sprachkenntnisse


Was wir bieten

Vielfältige Karriereperspektiven in einem unbefristeten Arbeitsvertrag mit zahlreichen Trainings- und Coachingangeboten und individueller Betreuung durch persönlichen Development Manager
Ein attraktives Vergütungsmodell inklusive eines erfolgsabhängigen Bonus mit Option zur Umwandlung in zusätzliche Freizeittage
Hybrides Arbeiten mit neuestem technischem Equipment inkl. Smartphone: beim Kunden, in einer unserer top Office Locations oder zu Hause
Umfangreiche Angebote für die Work-Life-Balance wie z.B. Familienservice & Firmenfitness sowie zahlreiche Corporate Benefits
Flache Hierarchien und eine teamorientierte Unternehmenskultur, in der Diversity und Wertschätzung, ökologische Verantwortung und gesellschaftliches Engagement dazu gehören
BearingPoint lebt und fördert Nachhaltigkeit in allen Dimensionen


Es sind noch Fragen offen?

Wir freuen uns auf einen Anruf unter +49 800-0001824 oder eine Mail an professionals@bearingpoint-careers.de.

",Berufseinstieg,Vollzeit,"Unternehmensberatung, IT und Vertrieb",Business Consulting und Unternehmensdienstleistungen
